BASE,,,89,,,67,,,45,,,23,,,1,,,
EPOCH,VAL,TRAIN,EPOCH,VAL,TRAIN,EPOCH,VAL,TRAIN,EPOCH,VAL,TRAIN,EPOCH,VAL,TRAIN,EPOCH,VAL,TRAIN,
12,0.393775761,0.389444351,12,0.193053007,0.143730089,12,0.121099919,0.059094705,12,0.095294885,0.0138474,12,0.095200047,0.00953343,12,0.096370339,0.019688753,
13,0.386249423,0.382004231,13,0.232781902,0.12869212,13,0.120462216,0.047724668,13,0.094629057,0.010658848,13,0.092313111,0.007194288,13,0.085956968,0.004583027,
14,0.392720878,0.389547884,14,0.207167447,0.128249109,14,0.116997547,0.047141403,14,0.098997362,0.011735389,14,0.098022051,0.005315519,14,0.084274784,0.001463582,
15,0.399500906,0.374849111,15,0.227537245,0.126778051,15,0.127309352,0.048151713,15,0.085156977,0.012484729,15,0.089837193,0.003653766,15,0.077161334,0.000964614,
16,0.389929563,0.372622252,16,0.186192542,0.114639871,16,0.132472664,0.049442895,16,0.086776532,0.011343037,16,0.091940053,0.006094886,16,0.077532135,0.001658382,
17,0.403784901,0.354158223,17,0.17599526,0.121301942,17,0.12005765,0.039536774,17,0.088365868,0.009508925,17,0.101615749,0.004860895,17,0.069773152,0.000845389,
18,0.382117003,0.348579615,18,0.182193205,0.11919941,18,0.123225212,0.042086489,18,0.097444758,0.012576792,18,0.092172019,0.003901194,18,0.084195264,0.000717076,
19,0.397121131,0.340717584,19,0.18936123,0.104754478,19,0.110962771,0.040022079,19,0.091856338,0.008139206,19,0.092654489,0.005692849,19,0.077476203,0.001031056,
20,0.367757529,0.355264515,20,0.175512537,0.115358405,20,0.114971265,0.036087751,20,0.0892547,0.007799044,20,0.095961362,0.00269241,20,0.085404292,0.000806042,
21,0.352262139,0.339343011,21,0.178252086,0.102745138,21,0.131487235,0.036591884,21,0.087123983,0.007384409,21,0.095426939,0.006865197,21,0.08587043,0.000641547,
22,0.347852618,0.329316467,22,0.181504264,0.099749863,22,0.107286662,0.034250323,22,0.091891691,0.009865967,22,0.107601009,0.003949741,22,0.106275529,0.001708407,
23,0.321321309,0.309488118,23,0.183109924,0.098561607,23,0.116131574,0.025954276,23,0.099448085,0.011161189,23,0.095053047,0.003531929,23,0.090205975,0.006493006,
24,0.321071684,0.320951253,24,0.163721696,0.098177187,24,0.131720185,0.03633076,24,0.090916023,0.010181393,24,0.116279796,0.008045688,24,0.085061781,0.00140029,
25,0.324356347,0.308229446,25,0.160354674,0.093462519,25,0.116645388,0.029990459,25,0.094031565,0.005818582,25,0.107747294,0.002316922,25,0.088896818,0.000732285,
26,0.415357947,0.315540075,26,0.185910359,0.091738507,26,0.108038515,0.026807234,26,0.094845593,0.006356352,26,0.116341703,0.004373813,26,0.089285657,0.000454245,
27,0.314382553,0.307912081,27,0.164707661,0.097382732,27,0.108092472,0.027044863,27,0.112688944,0.007204512,27,0.085294046,0.003199412,27,0.092579536,0.000444921,
28,0.353444606,0.281158179,28,0.173522145,0.086540677,28,0.125566289,0.025236404,28,0.100629114,0.004979652,28,0.098227926,0.003415819,28,0.085828096,0.000432179,
29,0.306736201,0.277952611,29,0.163587913,0.088658333,29,0.105901212,0.023910087,29,0.113506772,0.005431388,29,0.089535788,0.00231431,29,0.081835352,0.000726842,
30,0.283544958,0.27817744,30,0.171703801,0.082499377,30,0.106490903,0.02675375,30,0.100524656,0.003395338,30,0.088856809,0.001814047,30,0.090476863,0.00053899,
31,0.314894319,0.271517158,,,,,,,,,,,,,,,,
32,0.301483274,0.263961762,,,,,,,,,,,,,,,,
33,0.312870681,0.275753528,,,,,,,,,,,,,,,,
34,0.283064306,0.26588738,,,,,,,,,,,,,,,,
35,0.287921488,0.259414554,,,,,,,,,,,,,,,,
36,0.271366864,0.265671581,,,,,,,,,,,,,,,,
37,0.322295964,0.25819087,,,,,,,,,,,,,,,,
38,0.292857945,0.238049299,,,,,,,,,,,,,,,,
39,0.270130008,0.243048385,,,,,,,,,,,,,,,,
40,0.304292321,0.225473389,,,,,,,,,,,,,,,,
41,0.268147439,0.250234306,,,,,,,,,,,,,,,,
42,0.261675954,0.24105522,,,,,,,,,,,,,,,,
43,0.42257306,0.228187159,,,,,,,,,,,,,,,,
44,0.299021602,0.258492678,,,,,,,,,,,,,,,,
45,0.284654945,0.235486269,,,,,,,,,,,,,,,,
46,0.392787069,0.234528244,,,,,,,,,,,,,,,,
47,0.284365833,0.206532195,,,,,,,,,,,,,,,,
48,0.271896899,0.228376508,,,,,,,,,,,,,,,,
49,0.326367736,0.232974395,,,,,,,,,,,,,,,,
50,0.253497839,0.212075785,,,,,,,,,,,,,,,,
51,0.253664494,0.200260058,,,,,,,,,,,,,,,,
52,0.266398847,0.195064083,,,,,,,,,,,,,,,,
53,0.317181736,0.203334257,,,,,,,,,,,,,,,,
54,0.232951999,0.202006817,,,,,,,,,,,,,,,,
55,0.410465837,0.201272577,,,,,,,,,,,,,,,,
56,0.243798494,0.198616371,,,,,,,,,,,,,,,,
57,0.28431949,0.197047874,,,,,,,,,,,,,,,,
58,0.450030386,0.206366733,,,,,,,,,,,,,,,,
59,0.251029938,0.197280914,,,,,,,,,,,,,,,,
60,0.251420915,0.191127107,,,,,,,,,,,,,,,,
61,0.257876068,0.215906918,,,,,,,,,,,,,,,,
62,0.24273558,0.191728398,,,,,,,,,,,,,,,,
63,0.252096802,0.182068259,,,,,,,,,,,,,,,,
64,0.224815473,0.178755954,,,,,,,,,,,,,,,,
65,0.273968756,0.221290991,,,,,,,,,,,,,,,,
66,0.234537438,0.185404897,,,,,,,,,,,,,,,,
67,0.240774721,0.175625384,,,,,,,,,,,,,,,,
68,0.233743474,0.184106603,,,,,,,,,,,,,,,,
69,0.308433622,0.177873895,,,,,,,,,,,,,,,,
70,0.229391739,0.166690081,,,,,,,,,,,,,,,,
71,0.330627739,0.17495282,,,,,,,,,,,,,,,,
72,0.226566598,0.193767026,,,,,,,,,,,,,,,,
73,0.226077512,0.182296678,,,,,,,,,,,,,,,,
74,0.237360612,0.171580285,,,,,,,,,,,,,,,,
75,0.2470489,0.185527131,,,,,,,,,,,,,,,,
76,0.209032491,0.167039499,,,,,,,,,,,,,,,,
77,0.267350644,0.178943962,,,,,,,,,,,,,,,,
78,0.322891802,0.169056296,,,,,,,,,,,,,,,,
79,0.224609703,0.175114602,,,,,,,,,,,,,,,,
80,0.482724994,0.150322154,,,,,,,,,,,,,,,,
81,0.223285317,0.152181163,,,,,,,,,,,,,,,,
82,0.284476906,0.169994891,,,,,,,,,,,,,,,,
83,0.238690436,0.16698502,,,,,,,,,,,,,,,,
84,0.203971386,0.17375648,,,,,,,,,,,,,,,,
85,0.214172289,0.149838507,,,,,,,,,,,,,,,,
86,0.316445023,0.146441102,,,,,,,,,,,,,,,,
87,0.204000413,0.161537245,,,,,,,,,,,,,,,,
88,0.278221667,0.154268563,,,,,,,,,,,,,,,,
89,0.206622884,0.141917691,,,,,,,,,,,,,,,,
90,0.216661051,0.14773789,,,,,,,,,,,,,,,,
91,0.22824347,0.141797364,,,,,,,,,,,,,,,,
92,0.215154663,0.132321477,,,,,,,,,,,,,,,,
93,0.185926095,0.15093568,,,,,,,,,,,,,,,,
94,0.230202928,0.140507624,,,,,,,,,,,,,,,,
95,0.220999584,0.135779575,,,,,,,,,,,,,,,,
96,0.205879629,0.156789824,,,,,,,,,,,,,,,,
97,0.253304482,0.14655146,,,,,,,,,,,,,,,,
98,0.243654177,0.143893942,,,,,,,,,,,,,,,,
99,0.204906806,0.142284125,,,,,,,,,,,,,,,,
100,0.192417532,0.15479593,,,,,,,,,,,,,,,,
